Id,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,msd_track_id
6579,43.94,3.906,3.96,3.347,2.639,2.236,2.368,2.004,1.729,1.742,1.506,1.527,1.352,-102.5,9.833,-1.187,1.824,-0.08403,2.558,-0.2141,1.029,-1.971,1.039,-0.5934,0.1815,-1.038,TRLSLXR128F427748C
6580,46.12,8.406,4.605,3.528,3.02,2.672,2.47,2.028,2.009,1.99,1.759,1.554,1.392,-111.6,7.219,4.413,3.625,0.1245,1.479,-1.21,0.5387,-1.169,1.625,-0.5378,1.033,0.08386,TRZJZLG128F42764C1
6581,44.35,4.091,4.753,2.828,2.71,2.503,2.014,1.883,1.813,1.689,1.549,1.476,1.346,-98.54,8.168,-0.8962,4.873,-3.757,0.653,-1.754,1.801,-1.427,1.753,-0.8929,0.261,-0.8439,TRKRBGG128EF35761D
6582,44.5,8.196,4.125,3.353,2.471,2.742,2.354,2.075,1.909,1.933,1.76,1.823,1.567,-122.6,18.85,7.466,4.691,-0.8815,-0.7145,0.4679,-0.4883,-1.301,0.848,-1.555,0.5018,0.07107,TRLXCBC128F92F83C6
6583,53.77,4.137,3.649,2.528,2.245,1.968,2.275,1.866,1.713,1.564,1.583,1.443,1.275,-99.49,5.588,-4.258,6.164,-0.4919,2.791,-0.7986,2.975,-0.8678,1.15,-0.8729,0.4989,-0.8821,TRAHKEB128F429783D
6584,51.29,3.849,3.075,2.188,2.396,2.051,1.921,1.872,1.583,1.604,1.504,1.465,1.207,-118.4,4.305,6.651,3.942,0.175,4.441,0.1943,2.408,-0.4543,1.543,-0.2517,-0.3598,-0.5005,TRTBMSX128F4286563
6585,35.68,4.805,3.906,3.132,2.368,2.085,1.907,1.762,2.006,1.701,1.726,1.571,1.72,-110.6,12.91,1.915,1.348,-1.788,-0.329,-0.9603,0.2006,-2.792,1.639,-1.518,-0.1565,0.4666,TRBKIRY128F92F35DE
6586,83.04,11.13,5.04,3.837,3.529,2.642,2.796,2.143,2.1,2.271,1.988,1.521,1.519,-159.5,9.616,3.704,5.303,1.511,2.997,-3.242,0.622,-1.525,0.1357,-0.7157,-0.06558,-1.118,TRJXSEW128F42558C1
6587,36.98,5.883,4.225,3.073,2.922,2.493,2.487,2.143,2.114,2.007,1.772,1.622,1.659,-100.6,9.783,-2.752,3.746,-0.8363,-0.1913,-0.8481,1.172,-1.02,1.496,-0.3431,-0.1276,-0.09768,TRKZLCD128F92F39B7
6588,38.26,5.015,3.561,2.872,2.562,2.174,1.979,1.809,1.693,1.853,1.593,1.399,1.65,-132.5,20.14,1.914,4.316,-0.4825,2.716,0.1994,0.3699,-1.282,-0.1636,-0.3855,-1.462,-0.5332,TRLIGDH128F9308E73
6589,40.05,7.058,4.763,3.636,3.667,2.694,2.662,1.99,1.787,1.909,1.716,1.52,1.446,-104.1,2.75,4.858,5.592,0.042,0.645,-0.1683,1.468,0.1,0.5975,-1.077,0.2583,0.05284,TRVWUEA128F92FAC14
6590,36.79,4.098,3.608,2.858,2.983,2.108,2.368,1.952,1.96,1.817,1.833,1.721,1.509,-153.3,25.6,-4.496,5.834,-2.848,0.1188,-0.6846,1.129,-2.842,0.488,-0.1037,-0.05455,-0.5064,TRBTHZA12903CB3631
6591,37.19,5.919,3.953,3.615,2.925,3.034,2.908,2.191,2.232,2.092,1.849,1.646,1.663,-102.9,6.787,0.146,2.118,-0.6778,1.431,-0.7393,1.348,-1.232,0.857,0.09397,1.153,0.1788,TRXSVKB128F93388AB
6592,37.5,5.3,3.885,3.606,3.053,2.091,2.452,1.88,2.024,1.632,1.671,1.494,1.41,-116.0,10.26,-2.237,0.9986,-3.269,0.6882,-1.847,0.1338,-0.4111,-0.2865,-1.04,0.1291,-1.661,TRZELWN12903CEF2D7
6593,37.63,4.553,3.504,4.143,2.409,2.24,2.204,2.166,2.366,2.335,1.661,1.401,1.351,-172.7,30.39,1.495,3.288,-4.028,-2.502,-4.125,-0.1804,-0.1601,1.274,0.2736,0.7778,0.02326,TRVQKPR128F92FF67A
6594,37.2,4.521,4.57,3.058,2.314,2.846,2.296,1.958,1.908,1.809,1.482,1.815,1.657,-120.3,16.92,0.4412,2.617,0.3121,-0.08657,-1.497,0.5365,-1.51,1.061,-0.5401,-0.194,-1.241,TRTKFIR128F148AF1A
6595,39.9,8.245,4.287,3.837,2.385,2.21,1.779,1.662,1.611,1.657,1.534,1.405,1.36,-150.1,24.19,8.29,3.947,-0.8417,-0.4874,-1.751,0.8727,0.3132,1.204,-0.164,-0.1898,-0.5581,TRFZUQI128F93053B3
6596,37.54,3.806,2.549,2.26,2.193,1.866,2.069,1.883,1.644,1.524,1.665,1.585,1.251,-93.82,10.13,-0.8348,8.165,-2.212,0.9567,-0.6083,0.6229,-0.7595,0.4346,-1.652,-1.156,-0.9156,TRAYCSU12903CF0538
6597,29.2,4.598,4.669,2.883,3.206,2.452,2.592,2.105,2.106,2.106,1.799,1.867,1.748,-103.1,10.29,-4.089,3.85,-1.442,2.717,-1.398,0.8308,-1.567,2.012,-1.586,0.6278,-1.511,TRMHMTH128F428E551
6598,32.22,4.606,3.971,3.873,2.667,2.385,2.217,1.973,1.97,2.026,1.916,1.723,1.48,-96.87,4.526,-0.9664,2.65,-0.879,2.29,-1.324,0.9206,-0.5138,2.475,-0.3851,0.8232,-1.058,TRAKSLO128F421DA96
6599,78.36,4.754,6.213,4.197,3.504,2.641,2.41,2.079,1.978,2.03,1.774,1.553,1.259,-136.3,12.09,3.549,5.874,0.009594,1.826,0.3456,1.843,-1.037,1.759,-0.8872,0.5324,-0.4696,TRLDDVZ128F4233A04
6600,38.34,4.981,3.941,3.2,2.622,2.139,2.289,1.918,1.775,1.787,1.67,1.439,1.304,-108.5,8.813,2.496,5.211,-1.209,2.572,-2.059,0.3644,-1.081,1.109,-1.183,0.5663,-0.9414,TRCNAPY128F1490489
6601,34.69,4.701,4.116,2.944,2.508,2.199,2.213,1.796,1.701,1.678,1.557,1.421,1.326,-98.25,9.904,-2.872,6.017,-0.4129,1.269,-0.7358,0.9924,-0.03176,0.5137,-0.1905,-0.01779,-0.769,TRFSHIF12903CA37B6
6602,50.05,3.867,4.789,3.968,3.259,2.704,2.613,1.937,2.506,1.774,2.172,1.893,1.405,-155.2,26.7,-5.676,3.268,-2.139,0.7901,-2.644,1.901,-3.634,2.335,-0.7072,-0.4098,-0.3453,TRPLGXN128F4250E99
6603,55.11,7.306,6.518,4.543,4.137,3.448,3.059,2.405,2.397,2.246,1.878,1.834,1.688,-132.6,8.129,1.783,4.883,-1.758,2.084,-2.12,2.506,-0.7427,1.56,-0.4441,0.8815,-1.119,TRCZTVS128F145D885
6604,48.25,4.845,4.663,3.275,3.323,2.302,2.54,2.043,2.114,1.922,1.793,1.583,1.724,-94.96,4.857,-1.734,-0.167,-0.7184,0.2942,-0.8667,0.08076,-0.9059,0.3099,0.1659,0.3079,-0.5792,TRTHCRJ12903CC488B
6605,37.62,2.951,2.79,2.267,2.161,2.011,1.887,1.741,1.853,1.77,1.625,1.478,1.317,-101.5,6.445,-4.194,3.826,-0.3494,2.966,-0.07308,1.451,-0.2078,1.271,-1.62,0.07361,-1.56,TRDPKRD128F426466D
6606,52.2,4.77,3.704,2.482,2.347,2.217,1.953,1.722,1.731,1.912,1.649,1.669,1.374,-104.2,1.408,2.855,7.669,1.72,3.717,0.6475,2.219,-0.2175,1.866,-0.9778,0.1134,0.1568,TRXYXVW128EF365EEA
6607,53.37,5.789,3.902,3.691,3.378,2.614,2.547,2.158,1.918,1.937,1.685,1.44,1.342,-104.2,11.22,1.03,2.397,1.023,1.186,-0.8734,1.99,0.06034,1.688,0.3773,0.3953,-0.06255,TRMVNZM128F933CCA9
6608,35.83,4.881,5.082,3.446,2.885,2.742,2.629,2.068,1.978,1.93,1.703,1.663,1.472,-137.6,9.378,-5.094,2.677,-1.639,0.1551,-0.4707,1.49,-1.45,1.549,-0.3438,0.01033,-0.3665,TRAADQV128F930F792
6609,61.81,5.099,5.222,3.684,3.177,2.773,2.979,2.384,1.968,2.093,1.957,1.672,1.566,-103.6,5.951,2.282,4.259,-1.182,0.7857,-0.8612,1.485,-0.7411,2.285,-0.1888,1.12,-0.539,TRNDGKN128F423126B
6610,49.64,5.018,4.603,4.556,3.622,3.545,2.828,2.171,2.092,2.01,1.754,1.957,1.543,-108.8,12.59,-3.582,3.619,-1.237,2.95,-0.6781,2.687,0.4114,1.516,-1.108,0.02321,-0.5281,TRCVEYI128F92CA1EC
6611,53.13,4.65,3.667,3.113,2.668,2.76,2.176,2.045,1.78,1.665,1.568,1.632,1.359,-90.25,11.11,-3.523,2.476,-0.7311,1.528,-0.2234,1.349,0.4423,2.604,-1.584,0.797,-1.002,TRGCLBW128F4290F6A
6612,40.31,4.859,3.443,2.239,1.936,1.968,1.561,1.543,1.451,1.521,1.334,1.21,1.098,-115.7,24.06,-3.561,2.57,-0.8821,1.753,-0.826,1.098,-0.03337,1.224,-0.2327,0.1563,-0.6352,TRDJUOF128F9311853
6613,37.51,4.284,4.201,2.621,2.262,2.465,1.835,1.739,2.107,2.254,2.01,1.963,1.804,-125.9,10.22,4.645,3.349,0.7376,1.283,-0.84,1.455,-0.6557,1.185,-0.02359,0.1824,-0.03603,TRDGKLR128F933C76B
6614,40.59,5.58,3.955,3.169,2.895,2.552,2.259,1.832,1.784,1.742,1.702,1.501,1.285,-98.48,6.646,4.663,2.919,0.8465,1.544,0.159,0.7086,0.3977,0.7782,0.647,0.1251,-0.1232,TRHDXUR128F932B957
6615,40.33,4.942,3.824,2.948,2.677,2.353,2.138,1.83,1.931,1.944,1.546,1.403,1.397,-98.83,12.37,-1.468,4.828,-0.2143,-0.506,-0.8988,1.482,-1.398,2.196,-0.539,0.2653,0.09773,TRPEQIR12903CD7737
6616,37.81,4.038,2.929,2.627,2.258,2.232,1.912,1.608,1.579,1.656,1.517,1.401,1.32,-86.72,8.984,-1.588,5.177,0.05413,0.7516,-1.745,0.4436,0.3954,0.8658,-0.5811,0.6538,0.1442,TRSHRTJ128F9325572
6617,34.78,4.709,4.44,3.654,2.509,2.433,2.15,1.976,1.809,1.714,1.612,1.479,1.382,-142.7,15.86,-0.9204,5.384,-5.488,4.107,-1.699,1.549,-1.679,1.771,-0.9955,0.6607,-0.8895,TRRYXAO128F4218E7E
6618,39.87,5.933,3.777,2.821,2.824,2.139,2.284,1.953,1.749,1.622,1.499,1.392,1.381,-108.4,9.645,2.158,1.536,1.277,-0.3531,0.4724,-0.4681,0.8011,0.08785,-0.07528,0.2529,-0.108,TROJDCA128F9312B3C
6619,38.34,5.533,3.801,3.027,2.801,2.745,2.352,2.075,1.861,1.883,1.719,1.534,1.417,-99.84,3.645,4.252,4.188,0.2566,3.31,-0.3288,1.62,1.12,1.554,0.3332,1.093,-0.3601,TRYNVHR128F93168F3
6620,31.07,6.064,4.288,2.952,2.402,2.676,2.131,1.818,1.887,1.751,1.701,1.476,1.271,-93.82,10.66,-0.5427,4.045,0.4426,-0.9027,-0.9746,0.379,-0.269,0.9744,-1.154,0.6588,-0.4042,TRBAZZH128F427D2C4
6621,61.38,4.921,4.464,3.076,2.55,2.413,2.291,1.963,1.778,1.972,1.574,1.437,1.325,-108.0,9.086,8.218,1.496,0.5009,-0.2995,0.9899,0.01284,-0.3728,1.262,-0.8321,-0.4309,0.1821,TRTODBX12903CC4AC3
6622,62.92,7.175,5.264,3.374,3.133,4.388,2.895,2.618,2.366,2.639,2.433,2.104,2.066,-114.0,10.45,-2.129,2.265,-1.336,-3.293,0.03599,0.5091,-0.6684,2.373,-2.648,0.2839,-0.8516,TRYWEJN128F147DBB0
6623,38.33,3.017,4.352,5.474,2.349,2.24,1.743,1.554,1.739,1.478,1.507,1.358,1.218,-84.71,3.202,-2.374,5.311,1.256,0.5701,-0.02857,0.8624,-0.9023,1.734,-0.7131,0.7539,-0.1167,TRXTBJH12903CAE3A6
6624,53.87,5.983,4.814,2.352,2.175,2.369,1.731,1.494,1.626,1.635,1.389,1.432,1.249,-113.1,12.76,-0.4048,0.1289,-0.192,-0.8091,-1.436,0.4633,-1.039,-0.1364,0.3109,0.1183,0.03174,TRPJPFN128F428A21D
6625,32.56,5.455,4.072,2.969,2.537,2.169,2.201,1.751,1.619,1.834,1.462,1.531,1.361,-126.9,15.33,-4.641,6.15,-1.335,1.569,-3.404,1.486,-1.539,-0.1056,-1.132,0.9034,-1.401,TRPBMWX128F42439C9
6626,42.58,6.136,4.407,3.11,2.87,2.515,2.389,2.469,2.361,2.015,1.633,1.649,1.732,-110.8,7.317,-3.643,3.57,1.651,1.748,0.06668,1.165,0.5923,0.5911,-0.6848,0.4985,-0.3072,TREMMIG128F92F7118
6627,32.92,6.44,4.354,3.577,2.538,2.878,2.242,1.894,1.938,1.878,1.788,1.463,1.44,-100.2,10.6,-0.1501,1.213,-0.8677,-0.1492,-0.7973,1.017,-1.048,1.118,-1.424,0.692,-0.2169,TRFAJHA128F1459D99
6628,54.56,7.385,4.785,3.897,3.468,2.922,2.571,2.031,2.224,1.975,1.889,1.759,1.661,-128.3,14.12,3.278,2.661,0.3025,-1.273,-0.6161,0.2877,-1.391,0.1125,0.0283,-0.3049,0.1504,TRIGDWA128F42A44E5
6629,39.88,4.403,4.115,3.193,2.571,2.922,2.128,2.141,2.009,1.894,1.936,1.466,1.367,-90.44,6.549,-1.515,1.158,-1.29,-0.2361,0.6548,-0.7183,-0.06172,0.06762,-1.17,-0.4166,-0.2043,TRFHGRP128F92CDB39
6630,36.31,4.519,3.858,3.08,2.632,2.213,2.095,1.786,1.671,1.658,1.672,1.494,1.426,-112.4,1.805,-0.8114,4.048,-2.554,1.706,-1.506,1.51,-0.9158,1.43,-0.4155,0.631,-0.8651,TRWCYDL128E07907A2
6631,34.27,3.676,3.947,2.231,2.187,2.147,1.885,1.609,1.526,1.512,1.573,1.308,1.264,-95.25,9.845,-2.007,3.147,0.2277,1.491,-0.542,1.116,-1.315,1.15,-0.8079,0.6667,-0.9578,TRCOUWZ128F42634A6
6632,47.48,3.498,3.731,3.645,2.095,2.151,2.165,1.839,2.045,1.968,1.564,1.446,1.33,-104.7,4.828,-3.344,7.392,-0.7689,0.5226,-0.1027,1.498,-1.378,2.43,-2.001,-0.1308,-1.148,TRMSBEI128EF359BFC
6633,54.56,6.17,5.382,3.079,2.743,2.007,2.205,1.808,2.171,1.789,1.692,1.658,1.348,-143.5,10.58,0.3871,4.11,-0.6701,1.134,-1.752,0.4055,-1.973,1.693,-0.9188,-0.4958,-0.4309,TROWHLZ12903CE7FC8
6634,50.68,4.357,4.199,2.683,2.38,2.343,2.346,2.051,1.907,1.785,1.537,1.536,1.408,-96.4,7.082,1.108,0.8532,1.326,0.1864,0.1625,1.06,1.216,-0.09232,-0.4974,-0.4418,-0.2079,TRFDXVL12903CC426D
6635,50.31,4.17,5.612,2.335,1.873,2.377,1.883,1.48,1.513,1.768,1.749,1.345,1.533,-124.9,14.98,1.879,1.659,0.9016,-0.3323,1.729,-0.521,-1.338,0.4178,0.3967,0.4588,0.07516,TRUXTCE128E078B87F
6636,47.62,9.104,7.365,4.084,3.575,3.073,2.511,2.566,2.159,1.909,1.689,1.7,1.362,-131.3,18.95,4.237,0.9164,0.9197,2.512,1.498,0.7367,0.4858,1.951,-0.4504,-0.424,-0.3439,TRTNIZO12903CCDB96
6637,42.63,7.195,5.299,3.466,3.249,2.717,2.445,2.076,1.953,2.663,1.838,1.732,1.694,-140.4,25.33,-4.83,6.293,3.032,-0.7396,-1.482,-0.01376,-2.499,2.561,-0.09951,-0.3882,0.4881,TRNGJUM12903CF4C26
6638,34.77,4.544,3.977,3.402,2.647,2.677,2.209,1.722,1.854,1.773,1.629,1.468,1.412,-114.3,12.17,-4.466,4.745,-1.64,1.863,-1.116,1.166,-0.8414,1.109,-0.1258,0.6498,-0.5915,TRDICEO12903C971E1
6639,53.71,3.897,3.416,2.97,2.573,2.322,2.488,1.848,1.9,1.893,1.764,1.571,1.385,-99.52,4.023,2.361,1.022,0.1652,-0.5663,-0.1194,0.9334,0.3069,1.324,-0.7302,-0.2809,0.1279,TRIKBQF128F4267085
6640,82.77,7.371,5.152,3.223,2.459,2.378,1.864,1.939,1.745,1.682,1.481,1.46,1.238,-147.6,10.28,3.715,8.016,0.08763,5.265,-0.4931,2.415,-0.2539,2.155,-1.216,0.4675,-1.799,TRSOHQK128F1494F2A
6641,43.44,7.339,4.439,3.436,2.495,2.351,2.105,1.897,1.816,1.943,1.89,1.597,1.43,-126.6,17.01,1.793,5.284,1.252,0.9509,-0.7576,0.6402,-1.123,-0.04472,-1.029,-0.5529,-1.213,TRQTJIQ128F93539D3
6642,31.74,4.118,3.424,2.879,2.194,2.695,1.906,1.736,1.592,1.82,1.586,1.465,1.248,-110.1,11.38,0.4196,2.234,-0.6823,-0.01486,0.2976,1.069,-0.6532,1.442,-1.279,0.1725,-0.2219,TRAWDMK128F93155D4
6643,40.71,7.741,5.132,2.972,2.387,2.487,2.235,2.132,2.14,2.02,1.992,1.632,1.438,-143.1,30.72,0.3687,4.391,-1.834,1.22,-2.531,-0.5443,-1.991,0.8851,-0.7975,0.8496,-0.8448,TRTZJBO128F4265565
6644,39.5,5.855,3.714,3.202,2.765,2.455,2.094,1.887,1.68,1.806,1.725,1.565,1.47,-102.5,10.01,1.914,0.5648,-0.5739,-0.1927,-1.104,0.2563,0.2621,1.215,0.6672,0.08058,-0.01804,TREGHWQ128F422B90B
6645,40.74,4.051,2.778,2.29,2.005,1.957,2.412,1.702,1.541,1.506,1.472,1.414,1.336,-94.27,4.03,3.503,3.213,0.5654,2.307,-0.4412,1.111,-0.05839,0.9062,-0.05468,0.3726,-0.2008,TRRXHWO12903D049DD
6646,41.06,3.841,3.087,2.629,2.499,2.073,1.951,1.758,1.673,1.557,1.565,1.44,1.276,-89.01,6.936,-1.199,4.319,-0.1352,2.17,0.09738,1.619,-0.7208,1.458,-0.3092,0.5378,-0.7235,TRCCNGJ128F4273613
6647,33.56,4.474,3.611,2.516,2.348,2.073,1.931,1.704,1.682,1.709,1.445,1.251,1.224,-100.8,9.272,2.567,5.726,0.4637,1.299,-0.4185,0.8666,-1.289,1.197,-0.9345,0.3101,-0.4564,TRVHOQW128F426B54F
6648,44.3,7.085,5.13,2.942,2.525,2.011,2.057,1.765,1.651,1.679,1.741,1.46,1.458,-133.7,16.21,-7.258,5.565,1.026,1.724,-1.474,2.627,0.4585,0.9044,-1.164,1.499,-1.268,TRRAXNO128F4220438
6649,48.18,5.554,4.868,3.19,3.101,3.647,2.77,2.311,2.181,2.61,2.26,1.912,1.761,-118.4,13.08,-4.855,2.586,-1.384,-0.4721,0.3973,0.3685,-1.636,1.303,-3.007,0.3794,-0.5997,TRUOCLP128F427C99E
6650,40.14,7.804,5.827,4.325,3.241,2.459,2.648,2.065,1.951,1.925,1.758,1.558,1.387,-110.7,6.121,6.21,6.062,1.608,3.188,-0.8569,0.4698,-0.3592,0.3164,-0.5895,0.4281,-0.9969,TRPREFQ12903CB50C3
6651,81.05,5.318,4.115,3.472,2.947,2.354,2.305,2.127,1.835,1.909,2.124,1.844,1.576,-102.0,9.774,-3.921,5.615,-0.7973,3.459,-1.509,2.895,-0.6258,1.62,0.327,0.4339,-0.6489,TRXFFSL128F14AAB10
6652,51.2,4.621,3.984,2.965,2.45,2.266,2.172,1.63,1.774,1.657,1.581,1.486,1.308,-116.3,9.881,6.154,1.022,2.668,-0.189,0.3742,0.5532,0.2536,0.1238,0.002878,-0.2415,-0.3905,TRRLDPE128F147B51C
6653,43.35,5.114,4.703,3.177,2.882,2.828,2.436,1.984,1.952,1.897,1.734,1.635,1.406,-96.26,7.368,-0.8469,6.134,0.4699,0.3514,-0.9571,2.485,-1.024,2.223,-0.5344,1.06,-0.4821,TRXLNEA128F425677F
6654,59.16,6.733,4.786,3.734,2.906,3.692,2.598,1.93,2.038,2.167,1.852,1.581,1.756,-111.2,7.417,5.964,4.264,1.543,-2.11,0.04058,0.8121,-0.3193,0.4175,-0.4834,-0.3621,0.4663,TRVWOXA128F9343202
6655,34.83,5.108,3.687,3.174,2.458,2.789,2.053,1.827,1.805,1.86,1.795,1.579,1.434,-102.9,10.88,-4.306,5.74,-0.3549,3.42,-1.948,2.39,-1.386,0.5319,-1.033,0.2081,-1.179,TRLBJBZ128F42646D6
6656,57.14,5.213,3.285,2.375,2.043,2.075,1.775,1.66,1.736,1.582,1.5,1.334,1.212,-117.1,8.641,3.421,2.511,-1.227,0.1374,-0.8787,0.5028,-0.6227,0.5042,0.03088,-0.1114,-0.1222,TRZESFB128F428569C
6657,36.22,5.618,4.13,3.677,2.797,3.366,2.385,2.183,2.024,1.9,1.834,1.591,1.485,-123.7,19.84,-8.14,9.861,-8.124,4.133,-3.793,0.8065,-1.021,1.499,-1.181,0.6613,-0.9535,TRVXCQK128F4249BDC
6658,31.91,5.637,4.941,3.723,3.108,2.908,3.284,2.257,2.094,2.254,1.99,1.963,1.881,-133.8,22.33,-0.2035,4.355,-1.179,1.933,-2.912,1.771,-2.405,1.407,-2.078,0.8412,-0.1341,TRBFZFS128F1459553
6659,38.39,5.648,4.695,3.565,3.573,2.747,2.517,2.127,2.206,2.114,1.921,1.777,1.653,-126.7,17.72,-3.233,5.721,-3.909,-2.766,-1.813,-0.9288,-1.531,1.639,-1.815,0.7816,-0.3619,TRTVJXI128F9323618
6660,42.67,4.899,7.339,2.443,2.296,2.291,2.008,1.746,1.407,1.561,1.416,1.418,1.32,-175.3,31.6,2.833,4.485,-3.474,-0.4432,-2.682,-0.7846,-2.215,-0.2296,-0.4317,0.07355,-1.221,TRHQZPA128F92FF8D4
6661,37.59,4.383,6.037,2.77,2.26,2.48,2.034,2.318,2.03,2.478,2.254,1.939,1.632,-163.6,30.64,-9.064,12.84,-2.576,-4.002,-1.198,2.385,0.1993,2.02,0.8422,2.635,-1.72,TRZBEVA128F93485ED
6662,44.27,4.048,4.362,3.949,2.928,2.788,2.431,2.149,1.803,1.885,1.953,1.508,1.433,-87.16,5.626,0.2648,3.33,-0.804,0.2695,-0.8799,1.344,-1.053,1.191,-1.402,0.5464,-0.5257,TRUELGQ128F4251969
6663,44.79,4.81,5.065,4.089,3.603,3.271,2.768,2.7,2.767,2.662,2.194,2.157,2.093,-126.2,18.02,-2.212,10.28,-3.903,3.068,-3.832,3.264,-3.756,2.758,-2.965,1.535,-1.807,TRTZYHX128F425A8DC
6664,54.88,8.204,5.109,3.973,3.281,2.848,2.36,2.198,2.371,2.248,1.726,1.552,1.523,-119.1,13.19,6.278,0.9345,-1.876,-1.44,0.606,-0.604,-1.31,1.398,-1.169,-0.5273,0.3745,TRTYXTV128F934320E
6665,38.86,6.493,4.322,3.654,3.031,2.364,2.285,2.104,1.971,1.967,1.706,1.829,1.463,-112.9,11.47,0.2662,5.143,-0.1269,1.482,-1.668,1.35,-1.592,1.102,-1.299,0.3203,-0.4935,TRUFJTF128F421AB14
6666,50.83,3.662,2.36,2.152,2.392,2.377,1.99,2.172,1.68,2.132,1.799,1.933,1.668,-117.1,11.78,-4.68,5.877,-2.634,0.5455,-2.981,0.1261,-0.2996,3.9,-0.05626,0.9014,-0.2673,TRBANQS128EF36367D
6667,45.84,3.24,3.295,2.201,2.184,1.742,1.801,1.83,2.344,1.765,1.479,1.313,1.32,-142.9,20.64,-1.485,4.573,-0.6595,-0.1383,-1.667,-0.6865,-2.194,-1.3,-1.379,-0.2412,-1.522,TRYGNCJ128F932E6EE
6668,57.25,4.564,3.456,2.124,1.867,1.802,1.909,1.447,1.634,2.184,2.692,2.213,1.787,-131.0,-5.062,-16.06,-4.337,-5.183,-4.23,-3.927,-1.991,-2.296,0.7116,0.2904,1.495,1.3,TRVYJYY128F9329D9F
6669,45.47,6.141,5.307,4.07,3.21,2.888,2.73,2.062,2.238,2.256,1.85,1.758,1.531,-101.2,8.047,1.558,2.987,-0.6105,0.2525,-1.222,0.4029,-0.03774,1.773,-1.585,-0.03687,-0.0873,TRBWTQZ12903CD0BC7
6670,81.51,5.052,4.443,3.126,3.013,2.23,2.569,1.904,1.642,1.573,1.519,1.441,1.296,-102.7,5.874,1.018,3.812,-1.226,1.872,-1.74,1.466,-0.5687,1.909,-0.7718,1.332,-0.4095,TRYDERX128F14A6BB0
6671,32.76,3.951,4.073,3.503,2.914,2.272,2.554,2.37,2.411,2.099,2.31,2.035,1.862,-116.1,11.33,-0.6341,5.278,0.7036,2.083,-1.435,2.357,-0.5898,1.247,-1.347,0.2174,-0.9043,TRIBPUR128F148C59B
6672,39.72,6.532,4.344,4.026,3.361,2.538,2.279,1.977,2.052,1.93,1.954,1.533,1.392,-104.0,8.552,2.599,4.663,-0.2231,0.4613,-0.7871,0.7201,-0.8201,0.7187,-0.2524,-0.1666,-0.2213,TRNLWGR12903CF23B4
6673,37.09,3.748,3.678,2.91,2.714,2.452,2.675,1.879,1.931,1.698,1.751,1.789,1.796,-112.8,9.739,-5.823,3.885,-2.684,0.5664,-1.49,1.286,-0.4663,2.075,-1.08,1.035,-0.3876,TRDULOJ128F9306A1A
6674,44.48,6.235,3.11,2.341,1.979,1.849,1.654,1.688,1.69,1.571,1.488,1.399,1.26,-97.86,16.76,-0.7911,3.163,0.4457,2.306,-1.412,-0.6767,-1.612,0.1837,-1.205,0.7164,-0.4163,TRTSPQY128F93586B8
6675,61.39,5.05,3.65,2.996,3.271,2.442,2.3,1.781,1.615,1.724,1.482,1.48,1.409,-126.2,9.889,-0.8313,4.423,1.786,2.109,-2.766,1.615,-0.9754,1.37,-1.062,0.3567,-0.9574,TRKTCEH128F1473A1C
6676,49.43,3.853,3.642,2.955,2.668,2.136,2.326,1.812,2.0,1.817,1.94,1.658,1.459,-120.3,9.146,-1.494,4.551,1.148,0.6387,-0.3417,0.2267,-0.09696,1.494,1.1,-0.9531,-0.7802,TRROHWN128F9343C2D
6677,32.92,4.689,4.522,3.378,2.857,3.1,3.051,2.058,1.963,2.84,2.041,1.793,1.397,-102.8,14.27,0.3458,2.666,0.2826,-0.9194,1.411,-0.1473,-1.097,1.959,-1.747,0.6872,-0.5761,TROYTAS128F932EB4B
6678,40.21,4.753,3.435,4.369,3.407,2.193,2.097,1.801,1.58,1.787,1.473,1.402,1.247,-106.6,3.718,0.07704,8.877,-1.237,3.025,0.0886,1.452,0.3361,0.4864,-0.196,0.6171,-0.944,TRZBMLQ12903CD63BA
6679,32.07,5.61,5.193,2.684,2.875,2.477,2.261,1.924,2.167,2.031,2.671,1.792,1.878,-197.2,31.39,3.452,-4.897,-0.212,-0.8041,-1.445,-1.288,-0.9665,-0.7874,-0.6111,-0.4091,0.1577,TRNAHKT128F92FAFCC
6680,38.51,6.033,4.825,3.978,2.822,2.37,2.395,2.004,1.728,1.839,1.686,1.515,1.285,-97.86,10.33,2.646,5.699,-0.5378,1.914,-0.8098,1.246,-0.2377,1.403,-0.8095,0.3824,-0.1182,TRJIISO12903CB619B
6681,40.66,8.846,5.653,3.435,3.604,2.743,2.28,1.984,1.844,2.301,1.763,1.769,1.636,-135.9,23.93,2.538,2.572,-0.05695,0.759,-0.9138,-0.1657,-2.393,-0.2861,-1.502,-0.7846,-0.8888,TRKTZNJ128F930A6B6
6682,50.35,5.72,5.74,3.235,2.714,2.114,1.815,1.635,1.725,1.643,1.992,1.779,1.681,-132.0,14.33,3.49,1.086,1.409,0.7719,0.1192,0.2717,0.101,-0.03335,0.1604,0.1936,-0.2699,TRRIVWB12903CE16BB
